name,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,duration,rating,score,ranked,popularity,favorites
Toki wo Kakeru Shoujo,Movie,1,Finished Airing,"Jul 15, 2006",,,"['Kadokawa Shoten', 'Bandai', 'Memory-Tech', 'Happinet Pictures']","['Funimation', 'Bandai Entertainment', 'Kadokawa Pictures USA']",Madhouse,,"['Award Winning', 'Drama', 'Romance', 'Sci-Fi']",1 hr. 38 min.,G - All Ages,8.1,#509,#240,"5,866"
Stand By Me Doraemon,Movie,1,Finished Airing,"Aug 8, 2014",,,"['TOHO', 'Robot Communications']",['add some'],Shirogumi,Manga,"['Comedy', 'Sci-Fi']",1 hr. 34 min.,PG - Children,8.1,#507,#2970,213
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,TV,13,Finished Airing,"Jul 4, 2022 to Sep 26, 2022",Summer 2022,Mondays at 21:00 (JST),"['Studio Hibari', 'Movic', 'AT-X', 'Sammy', 'Crunchyroll', 'Kadokawa Media House', 'Kadokawa', 'Bandai Namco Music Live']",['add some'],Lerche,Light novel,"['Drama', 'Suspense']",23 min. per ep.,PG-13 - Teens 13 or older,8.11,#490,#332,"8,317"
Gridman Universe,Movie,1,Finished Airing,"Mar 24, 2023",,,"['Pony Canyon', 'Tsuburaya Productions']",['add some'],Trigger,,"['Action', 'Sci-Fi']",1 hr. 57 min.,PG-13 - Teens 13 or older,8.11,#489,#4183,242
Golden Kamuy 4th Season,TV,13,Finished Airing,"Oct 3, 2022 to Jun 26, 2023",Fall 2022,Mondays at 23:00 (JST),"['NBCUniversal Entertainment Japan', 'Tokyo MX', 'Good Smile Company', 'Sammy', 'Shueisha', 'JR East Marketing & Communications', 'Twin Engine']",['add some'],Brain's Base,Manga,"['Action', 'Adventure']",23 min. per ep.,R - 17+ (violence & profanity),8.11,#488,#2133,588
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,ONA,6,Finished Airing,"Dec 30, 2019",,,['add some'],['add some'],J.C.Staff,Manga,"['Comedy', 'Supernatural']",22 min. per ep.,PG-13 - Teens 13 or older,8.11,#485,#1087,455
Meitantei Conan Movie 14: Tenkuu no Lost Ship,Movie,1,Finished Airing,"Apr 17, 2010",,,"['Shogakukan-Shueisha Productions', 'TMS Entertainment']",['add some'],Tokyo Movie Shinsha,Manga,"['Action', 'Mystery']",1 hr. 42 min.,G - All Ages,8.11,#483,#2914,66
Meitantei Conan Movie 05: Tengoku e no Countdown,Movie,1,Finished Airing,"Apr 21, 2001",,,['add some'],['Funimation'],TMS Entertainment,Manga,"['Adventure', 'Comedy', 'Mystery']",1 hr. 40 min.,PG-13 - Teens 13 or older,8.11,#482,#2743,61
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Movie,1,Finished Airing,"Jul 14, 2012",,,['Good Smile Company'],['add some'],Seven Arcs,,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",2 hr. 29 min.,R+ - Mild Nudity,8.11,#481,#4484,199
Kuragehime,TV,11,Finished Airing,"Oct 15, 2010 to Dec 31, 2010",Fall 2010,Fridays at 00:45 (JST),"['Dentsu', 'Genco', 'Kodansha', 'Fuji TV', 'TOHO', 'Asmik Ace', 'Sony Music Entertainment', 'Sakura Create', 'Fujipacific Music']",['Funimation'],Brain's Base,Manga,[],22 min. per ep.,PG-13 - Teens 13 or older,8.11,#480,#1011,"4,759"
Kamisama Hajimemashita,TV,13,Finished Airing,"Oct 2, 2012 to Dec 25, 2012",Fall 2012,Tuesdays at 02:05 (JST),"['TV Tokyo', 'Dentsu', 'Sotsu', 'Pony Canyon', 'Hakusensha', 'DAX Production']",['Funimation'],TMS Entertainment,Manga,"['Comedy', 'Fantasy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,8.11,#478,#317,"15,576"
One Piece Film: Z,Movie,1,Finished Airing,"Dec 15, 2012",,,['Shueisha'],['Funimation'],Toei Animation,Manga,"['Action', 'Adventure', 'Fantasy']",1 hr. 47 min.,PG-13 - Teens 13 or older,8.12,#477,#857,623
Kaze Tachinu,Movie,1,Finished Airing,"Jul 20, 2013",,,['Nichion'],['Disney Platform Distribution'],Studio Ghibli,Manga,"['Award Winning', 'Drama', 'Romance']",2 hr. 6 min.,PG-13 - Teens 13 or older,8.12,#476,#693,"3,467"
Katekyou Hitman Reborn!,TV,203,Finished Airing,"Oct 7, 2006 to Sep 25, 2010",Fall 2006,Saturdays at 10:30 (JST),"['TV Tokyo', 'Dentsu', 'Marvelous Entertainment', 'Pony Canyon', 'd-rights']","['VIZ Media', 'Discotek Media']",Artland,Manga,"['Action', 'Comedy']",24 min. per ep.,PG-13 - Teens 13 or older,8.12,#475,#393,"15,979"
Yi Nian Yong Heng: Chuan Cheng Pian,ONA,54,Finished Airing,"Jul 20, 2022 to Jul 12, 2023",,,['Tencent Penguin Pictures'],['add some'],B.CMAY PICTURES,,"['Action', 'Adventure', 'Fantasy']",19 min. per ep.,PG-13 - Teens 13 or older,8.12,#473,#7808,92
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Movie,1,Finished Airing,"Dec 1, 2003",,,['EMI'],['add some'],Toei Animation,,"['Adventure', 'Drama', 'Sci-Fi']",1 hr. 5 min.,G - All Ages,8.13,#464,#2514,965
Hinamatsuri (TV),TV,12,Finished Airing,"Apr 6, 2018 to Jun 22, 2018",Spring 2018,Fridays at 21:00 (JST),"['AT-X', 'Magic Capsule', 'Nippon Columbia', 'Kadokawa Media House', 'NTT Plala', 'Kadokawa', 'Akatsuki']",['Funimation'],feel.,Manga,"['Comedy', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,8.13,#463,#434,"4,497"
Given Movie 1,Movie,1,Finished Airing,"Aug 22, 2020",,,['Blue Lynx'],['add some'],Lerche,Manga,"['Boys Love', 'Drama']",59 min.,PG-13 - Teens 13 or older,8.13,#462,#1026,"1,611"
Ginga Eiyuu Densetsu Gaiden,OVA,24,Finished Airing,"Feb 9, 1998 to Sep 26, 1998",,,"['Kitty Films', 'Tokuma Shoten', 'Wright Staff']",['Sentai Filmworks'],K-Factory,,"['Action', 'Drama', 'Sci-Fi']",26 min. per ep.,R+ - Mild Nudity,8.13,#460,#4488,69
Gankutsuou,TV,24,Finished Airing,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,Tuesdays at 02:12 (JST),"['GDH', 'TV Asahi', 'Media Factory', 'Sotsu Music Publishing']","['Funimation', 'Geneon Entertainment USA']",Gonzo,,"['Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",24 min. per ep.,R - 17+ (violence & profanity),8.13,#459,#977,"3,913"
Cang Yuan Tu,ONA,26,Finished Airing,"Jun 22, 2023 to Dec 7, 2023",,,"['Youku', 'Tianshi Wenhua', 'China South Angel']",['add some'],Shenman Entertainment,,"['Action', 'Adventure', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,8.13,#457,#11274,37
Seirei no Moribito,TV,26,Finished Airing,"Apr 7, 2007 to Sep 29, 2007",Spring 2007,Saturdays at 08:06 (JST),"['Geneon Universal Entertainment', 'Dentsu', 'NHK Enterprises']","['VIZ Media', 'Media Blasters', 'Sentai Filmworks', 'Geneon Entertainment USA']",Production I.G,,"['Action', 'Adventure', 'Fantasy']",25 min. per ep.,PG-13 - Teens 13 or older,8.13,#471,#1110,"2,760"
Ookami to Koushinryou: Merchant Meets the Wise Wolf,TV,25,Currently Airing,"Apr 2, 2024 to ?",Spring 2024,Tuesdays at 01:30 (JST),"['TV Tokyo', 'Movic', 'TOHO animation', 'Good Smile Company', 'Kadokawa', 'Enishiya', 'Hayabusa Film']",['add some'],Passione,Light novel,"['Adventure', 'Drama', 'Fantasy', 'Romance']",23 min. per ep.,PG-13 - Teens 13 or older,8.13,#461,#1479,851
Nodame Cantabile: Paris-hen,TV,11,Finished Airing,"Oct 10, 2008 to Dec 19, 2008",Fall 2008,Fridays at 00:45 (JST),"['Dentsu', 'Genco', 'SKY Perfect Well Think', 'Kodansha', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment']",['add some'],J.C.Staff,Manga,"['Comedy', 'Romance']",23 min. per ep.,PG-13 - Teens 13 or older,8.13,#468,#1776,285
Lupin III: Part 5,TV,24,Finished Airing,"Apr 4, 2018 to Sep 19, 2018",Spring 2018,Wednesdays at 01:29 (JST),"['Nippon Television Network', 'TMS Music']",['Discotek Media'],Telecom Animation Film,Manga,"['Action', 'Adventure', 'Comedy', 'Mystery']",22 min. per ep.,PG-13 - Teens 13 or older,8.13,#466,#3334,404
Skip to Loafer,TV,12,Finished Airing,"Apr 4, 2023 to Jun 20, 2023",Spring 2023,Tuesdays at 23:00 (JST),"['Kodansha', 'Kansai Telecasting', 'Crunchyroll', 'A-Sketch', 'DMM pictures', 'DMM Music', 'NetEase']",['add some'],P.A. Works,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,8.13,#472,#920,"3,051"
Initial D Fifth Stage,TV,14,Finished Airing,"Nov 4, 2012 to May 10, 2013",Fall 2012,Unknown,"['Avex Entertainment', 'Animax']",['add some'],SynergySP,Manga,"['Action', 'Drama']",27 min. per ep.,PG-13 - Teens 13 or older,8.1,#497,#1533,766
Jigokuraku,TV,13,Finished Airing,"Apr 1, 2023 to Jul 1, 2023",Spring 2023,Saturdays at 23:00 (JST),['Twin Engine'],['add some'],MAPPA,Manga,"['Action', 'Adventure', 'Fantasy']",24 min. per ep.,R - 17+ (violence & profanity),8.1,#508,#298,"7,545"
Hajime no Ippo: Boxer no Kobushi,Special,1,Finished Airing,"Mar 21, 2003",,,['VAP'],"['Discotek Media', 'Geneon Entertainment USA']",Madhouse,Manga,[],23 min.,PG-13 - Teens 13 or older,8.09,#515,#2942,85
Tsurune: Tsunagari no Issha,TV,13,Finished Airing,"Jan 5, 2023 to Mar 30, 2023",Winter 2023,Thursdays at 00:00 (JST),"['Lantis', 'Pony Canyon', 'Rakuonsha', 'ABC Animation', 'Heart Company', 'Bandai Namco Music Live']",['Sentai Filmworks'],Kyoto Animation,Light novel,[],23 min. per ep.,PG-13 - Teens 13 or older,8.09,#516,#2961,423
Mirai Shounen Conan,TV,26,Finished Airing,"Apr 4, 1978 to Oct 31, 1978",Spring 1978,Tuesdays at 19:30 (JST),['add some'],['GKIDS'],Nippon Animation,,"['Adventure', 'Drama', 'Sci-Fi']",29 min. per ep.,PG-13 - Teens 13 or older,8.09,#519,#3090,608
Quanzhi Gaoshou: Dianfeng Rongyao,Movie,1,Finished Airing,"Aug 16, 2019",,,"['bilibili', 'China Literature Limited', 'Colored Pencil Animation Japan']",['add some'],Colored Pencil Animation,,[],1 hr. 38 min.,PG-13 - Teens 13 or older,8.08,#525,#3107,137
Ansatsu Kyoushitsu,TV,22,Finished Airing,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,Saturdays at 00:55 (JST),"['Dentsu', 'Studio Hibari', 'Fuji TV', 'DAX Production', 'BS Fuji', 'Avex Pictures', 'Shueisha']",['Funimation'],Lerche,Manga,"['Action', 'Comedy']",23 min. per ep.,PG-13 - Teens 13 or older,8.08,#530,#33,"29,854"
Douluo Dalu II: Jueshi Tangmen,ONA,52,Currently Airing,"Jun 24, 2023 to ?",,,"['Tencent Penguin Pictures', 'Xuanshi Tangmen']",['add some'],Sparkly Key Animation Studio,,"['Action', 'Adventure', 'Fantasy']",20 min. per ep.,PG-13 - Teens 13 or older,8.08,#533,#9919,68
Shokugeki no Souma: Ni no Sara,TV,13,Finished Airing,"Jul 2, 2016 to Sep 24, 2016",Summer 2016,Saturdays at 22:00 (JST),"['Dentsu', 'Lantis', 'Mainichi Broadcasting System', 'Warner Bros. Japan', 'KlockWorx', 'Showgate', 'Shueisha']",['Sentai Filmworks'],J.C.Staff,Manga,"['Gourmet', 'Ecchi']",24 min. per ep.,PG-13 - Teens 13 or older,8.08,#527,#126,"3,068"
Spy x Family Season 2,TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,Saturdays at 23:00 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'TOHO animation', 'Shueisha', 'Studio Easter']",['add some'],Wit Studio,Manga,"['Action', 'Comedy']",23 min. per ep.,PG-13 - Teens 13 or older,8.07,#547,#470,"3,379"
City Hunter 2,TV,63,Finished Airing,"Apr 2, 1988 to Jul 14, 1989",Spring 1988,Unknown,['add some'],"['ADV Films', 'Discotek Media']",Sunrise,Manga,"['Action', 'Comedy', 'Mystery']",25 min. per ep.,PG-13 - Teens 13 or older,8.07,#537,#4251,165
Ginga Eiyuu Densetsu Gaiden (1999),OVA,28,Finished Airing,"Dec 24, 1999 to Jul 21, 2000",,,"['Tokuma Shoten', 'Tokuma Japan', 'Wright Staff']",['Sentai Filmworks'],K-Factory,,"['Action', 'Drama', 'Sci-Fi']",26 min. per ep.,R - 17+ (violence & profanity),8.06,#550,#4852,27
Haikyuu!! Movie 2: Shousha to Haisha,Movie,1,Finished Airing,"Sep 18, 2015",,,['add some'],['add some'],Production I.G,Manga,[],1 hr. 28 min.,PG-13 - Teens 13 or older,8.06,#552,#2153,97
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Movie,4,Finished Airing,"Sep 27, 2019",,,['Shochiku'],['add some'],Production I.G,,"['Drama', 'Sci-Fi']",25 min. per ep.,R - 17+ (violence & profanity),8.06,#551,#4088,66
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,ONA,12,Finished Airing,"Sep 1, 2022",,,['Warner Bros. Japan'],['add some'],David Production,Manga,"['Action', 'Adventure', 'Supernatural']",24 min. per ep.,R - 17+ (violence & profanity),8.07,#542,#938,"1,038"
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,TV,10,Finished Airing,"Apr 12, 2022 to Jun 14, 2022",Spring 2022,Tuesdays at 02:29 (JST),"['WOWOW', 'KlockWorx', 'flying DOG', 'BS Fuji', 'Yomiuri TV Enterprise', 'TO Books', 'JTB Next Creation', 'MediaNet Pictures', 'Happinet Phantom Studios']",['add some'],Ajia-do,Light novel,[],23 min. per ep.,PG-13 - Teens 13 or older,8.07,#541,#1494,926
Hikaru no Go,TV,75,Finished Airing,"Oct 10, 2001 to Mar 26, 2003",Fall 2001,Unknown,"['TV Tokyo', 'Dentsu', 'Dream Force']",['VIZ Media'],Pierrot,Manga,"['Comedy', 'Drama', 'Supernatural']",23 min. per ep.,PG-13 - Teens 13 or older,8.07,#540,#1641,"2,423"
Girls & Panzer: Saishuushou Part 2,Movie,1,Finished Airing,"Jun 15, 2019",,,"['Bandai Visual', 'Lantis', 'Movic', 'Q-Tec', 'Hakuhodo DY Music & Pictures']",['Sentai Filmworks'],Actas,,[],54 min.,PG-13 - Teens 13 or older,8.07,#539,#3673,99
Gintama: Dai Hanseikai,Special,1,Finished Airing,"Mar 25, 2010",,,['add some'],['add some'],Sunrise,Manga,"['Action', 'Comedy']",14 min.,PG-13 - Teens 13 or older,8.07,#538,#3628,53
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,OVA,1,Finished Airing,"Sep 23, 2005",,,"['Bandai Visual', 'Animax', 'Kodansha']","['Bandai Entertainment', 'Manga Entertainment']",Production I.G,Manga,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",2 hr. 40 min.,R - 17+ (violence & profanity),8.07,#545,#3513,57
Kimi wa Houkago Insomnia,TV,13,Finished Airing,"Apr 11, 2023 to Jul 4, 2023",Spring 2023,Tuesdays at 00:00 (JST),"['TV Tokyo', 'Pony Canyon', 'Ultra Super Pictures', 'Shogakukan', 'MAGNET', 'CHOCOLATE']",['Sentai Filmworks'],LIDENFILMS,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,8.07,#544,#1158,"1,856"
Kanata no Astra,TV,12,Finished Airing,"Jul 3, 2019 to Sep 18, 2019",Summer 2019,Wednesdays at 21:00 (JST),"['AT-X', 'Docomo Anime Store', 'Shueisha', 'Kadokawa Media House', 'Kadokawa']",['Funimation'],Lerche,Manga,"['Adventure', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']",28 min. per ep.,PG-13 - Teens 13 or older,8.07,#543,#786,"3,210"
Skip Beat!,TV,25,Finished Airing,"Oct 6, 2008 to Mar 30, 2009",Fall 2008,Mondays at 02:00 (JST),"['Sotsu', 'Pony Canyon', 'Hakusensha', 'TV Tokyo Music']",['Pied Piper'],HAL Film Maker,Manga,"['Comedy', 'Drama', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,8.07,#546,#906,"5,247"
Yuusha-Ou GaoGaiGar Final,OVA,8,Finished Airing,"Jan 21, 2000 to Mar 21, 2003",,,['add some'],['Discotek Media'],Sunrise,,"['Adventure', 'Drama', 'Sci-Fi']",32 min. per ep.,PG-13 - Teens 13 or older,8.08,#529,#6212,174
Uchouten Kazoku 2,TV,12,Finished Airing,"Apr 9, 2017 to Jun 25, 2017",Spring 2017,Sundays at 22:00 (JST),"['Lantis', 'Good Smile Company', 'Docomo Anime Store', 'Yomiuri TV Enterprise', 'DMM.com', 'Cygames']",['add some'],P.A. Works,,"['Comedy', 'Drama', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,8.08,#528,#2723,317
Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,Special,1,Finished Airing,"Sep 24, 2005",,,"['Audio Highs', 'Miracle Robo']",['add some'],Sunrise,Manga,"['Action', 'Comedy', 'Sci-Fi']",32 min.,PG-13 - Teens 13 or older,8.08,#536,#2936,73
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,Movie,1,Finished Airing,"Dec 18, 1993",,,"['Kitty Films', 'Tokuma Shoten', 'Tokuma Japan Communications']",['add some'],Kitty Film Mitaka Studio,,"['Action', 'Drama', 'Sci-Fi']",1 hr. 29 min.,PG-13 - Teens 13 or older,8.08,#535,#3791,54
Fumetsu no Anata e Season 2,TV,20,Finished Airing,"Oct 23, 2022 to Mar 12, 2023",Fall 2022,Sundays at 19:00 (JST),"['NHK', 'Kodansha', 'NHK Enterprises']",['add some'],Drive,Manga,"['Adventure', 'Drama', 'Supernatural']",25 min. per ep.,R - 17+ (violence & profanity),8.08,#534,#878,"1,543"
Boku no Hero Academia 2nd Season,TV,25,Finished Airing,"Apr 1, 2017 to Sep 30, 2017",Spring 2017,Saturdays at 17:30 (JST),"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Funimation'],Bones,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,8.08,#532,#15,"17,028"
Baccano! Specials,Special,3,Finished Airing,"Feb 27, 2008 to May 28, 2008",,,['Aniplex'],"['Funimation', 'Aniplex of America']",Brain's Base,Light novel,"['Action', 'Mystery', 'Supernatural']",28 min. per ep.,R - 17+ (violence & profanity),8.08,#531,#1343,304
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",TV,25,Finished Airing,"Oct 1, 2023 to Mar 31, 2024",Fall 2023,Sundays at 17:00 (JST),"['Dentsu', 'Mainichi Broadcasting System', 'Kodansha', 'flying DOG', 'Sammy', 'Crunchyroll', 'Tencent Japan', 'Netmarble']",['add some'],C2C,Manga,"['Action', 'Adventure', 'Fantasy']",25 min. per ep.,PG-13 - Teens 13 or older,8.08,#526,#917,"2,025"
Overlord IV,TV,13,Finished Airing,"Jul 5, 2022 to Sep 27, 2022",Summer 2022,Tuesdays at 22:00 (JST),"['AT-X', 'Hakuhodo DY Music & Pictures', 'NTT Plala', 'Kadokawa']",['add some'],Madhouse,Light novel,"['Action', 'Adventure', 'Fantasy']",23 min. per ep.,R - 17+ (violence & profanity),8.08,#524,#425,"7,128"
Kuroko no Basket Movie 4: Last Game,Movie,1,Finished Airing,"Mar 18, 2017",,,['Bandai Visual'],['add some'],Production I.G,Manga,[],1 hr. 30 min.,PG-13 - Teens 13 or older,8.08,#523,#780,"1,081"
Kidou Senshi Gundam 00 Second Season,TV,25,Finished Airing,"Oct 5, 2008 to Mar 29, 2009",Fall 2008,Unknown,['Mainichi Broadcasting System'],"['Nozomi Entertainment', 'Bandai Entertainment']",Sunrise,,"['Action', 'Drama', 'Sci-Fi']",24 min. per ep.,R - 17+ (violence & profanity),8.08,#522,#1527,"1,389"
Serial Experiments Lain,TV,13,Finished Airing,"Jul 6, 1998 to Sep 28, 1998",Summer 1998,Tuesdays at 01:15 (JST),"['Genco', 'Pioneer LDC']",['Funimation'],Triangle Staff,,"['Avant Garde', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Suspense']",23 min. per ep.,R - 17+ (violence & profanity),8.09,#521,#246,"28,569"
Precure All Stars Movie F,Movie,1,Finished Airing,"Sep 15, 2023",,,['add some'],['add some'],Toei Animation,,"['Action', 'Fantasy']",1 hr. 12 min.,G - All Ages,8.09,#520,#10277,36
Kidou Senshi Gundam Unicorn,OVA,7,Finished Airing,"Mar 12, 2010 to Jun 6, 2014",,,"['Bandai Visual', 'Kadokawa Shoten']","['Nozomi Entertainment', 'Bandai Entertainment', 'NYAV Post']",Sunrise,,"['Action', 'Drama', 'Sci-Fi']",1 hr. 2 min. per ep.,PG-13 - Teens 13 or older,8.09,#518,#2088,"1,606"
Zankyou no Terror,TV,11,Finished Airing,"Jul 11, 2014 to Sep 26, 2014",Summer 2014,Fridays at 00:50 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'Tohokushinsha Film Corporation', 'Kyoraku Industrial Holdings']",['Funimation'],MAPPA,,"['Mystery', 'Suspense']",22 min. per ep.,R - 17+ (violence & profanity),8.09,#513,#122,"22,274"
Tsukimonogatari,TV Special,4,Finished Airing,"Dec 31, 2014",,,['Aniplex'],['Aniplex of America'],Shaft,Light novel,"['Comedy', 'Mystery', 'Supernatural', 'Ecchi']",26 min. per ep.,R - 17+ (violence & profanity),8.09,#515,#553,941
Tsubasa: Shunraiki,OVA,2,Finished Airing,"Mar 17, 2009 to May 15, 2009",,,['Kodansha'],['Funimation'],Production I.G,Manga,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",28 min. per ep.,R - 17+ (violence & profanity),8.09,#510,#2788,254
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,TV,12,Finished Airing,"Apr 5, 2020 to Jun 21, 2020",Spring 2020,Sundays at 02:10 (JST),"['WOWOW', 'Genco', 'MediaNet', 'KlockWorx', 'flying DOG', 'BS Fuji', 'Yomiuri TV Enterprise', 'ABC Animation', 'Happinet', 'Tokyo Animator Gakuin', 'TO Books', 'JTB Next Creation']","['Sentai Filmworks', 'Crunchyroll']",Ajia-do,Light novel,[],23 min. per ep.,PG-13 - Teens 13 or older,8.09,#517,#1141,819
Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA,2,Finished Airing,"Nov 27, 2013",,,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Sentai Filmworks'],Shaft,4-koma manga,[],23 min. per ep.,PG-13 - Teens 13 or older,8.09,#516,#5534,35
Gin no Saji,TV,11,Finished Airing,"Jul 12, 2013 to Sep 20, 2013",Summer 2013,Fridays at 00:45 (JST),"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings']",['Aniplex of America'],A-1 Pictures,Manga,[],23 min. per ep.,PG-13 - Teens 13 or older,8.09,#514,#832,"2,903"
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,TV,24,Finished Airing,"Apr 5, 2014 to Sep 13, 2014",Spring 2014,Saturdays at 00:30 (JST),"['Yomiko Advertising', 'Warner Bros. Japan', 'KlockWorx', 'Medicos Entertainment', 'Shueisha']",['VIZ Media'],David Production,Manga,"['Action', 'Adventure', 'Supernatural']",24 min. per ep.,R - 17+ (violence & profanity),8.1,#499,#114,"22,261"
Mahoutsukai no Yome,TV,24,Finished Airing,"Oct 8, 2017 to Mar 25, 2018",Fall 2017,Sundays at 01:30 (JST),"['Production I.G', 'Shochiku', 'flying DOG', 'Mag Garden']",['Funimation'],Wit Studio,Manga,"['Drama', 'Fantasy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,8.06,#557,#177,"12,485"
No Game No Life,TV,12,Finished Airing,"Apr 9, 2014 to Jun 25, 2014",Spring 2014,Wednesdays at 21:30 (JST),"['Frontier Works', 'Media Factory', 'Movic', 'AT-X']",['Sentai Filmworks'],Madhouse,Light novel,"['Comedy', 'Fantasy', 'Ecchi']",23 min. per ep.,PG-13 - Teens 13 or older,8.06,#560,#17,"47,990"
Sakura-sou no Pet na Kanojo,TV,24,Finished Airing,"Oct 9, 2012 to Mar 26, 2013",Fall 2012,Tuesdays at 00:30 (JST),"['Frontier Works', 'Genco', 'Media Factory', 'Animax', 'Mainichi Broadcasting System', 'ASCII Media Works', 'Sony Music Communications']",['Sentai Filmworks'],J.C.Staff,Light novel,"['Drama', 'Romance']",23 min. per ep.,PG-13 - Teens 13 or older,8.06,#562,#108,"26,222"
Kodomo no Omocha (TV),TV,102,Finished Airing,"Apr 5, 1996 to Mar 27, 1998",Spring 1996,Fridays at 18:00 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Pony Canyon']","['Funimation', 'Discotek Media']",Gallop,Manga,"['Comedy', 'Drama', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,8.05,#565,#2623,"1,365"
Omoide no Marnie,Movie,1,Finished Airing,"Jul 19, 2014",,,"['Dentsu', 'TOHO', 'Disney Platform Distribution', 'Nippon Television Network']",['GKIDS'],Studio Ghibli,,"['Drama', 'Mystery', 'Suspense']",1 hr. 42 min.,G - All Ages,8.05,#569,#804,"2,658"
Angel Beats!,TV,13,Finished Airing,"Apr 3, 2010 to Jun 26, 2010",Spring 2010,Unknown,"['Aniplex', 'Dentsu', 'Mainichi Broadcasting System', 'CBC Television', 'Movic', 'Visual Arts', 'ASCII Media Works']","['Sentai Filmworks', 'Aniplex of America']",P.A. Works,,"['Drama', 'Supernatural']",25 min. per ep.,PG-13 - Teens 13 or older,8.05,#574,#31,"48,579"
Darker than Black: Kuro no Keiyakusha,TV,25,Finished Airing,"Apr 6, 2007 to Sep 28, 2007",Spring 2007,Fridays at 01:25 (JST),"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'Myrica Music']",['Funimation'],Bones,,"['Action', 'Mystery', 'Sci-Fi']",24 min. per ep.,R - 17+ (violence & profanity),8.05,#575,#167,"16,671"
